Temperature (K)	Precipitation (Kg/m^2/s)	Cloud Fraction(%)	Humidity (%)	Wind (m/s)
303.15674	6.5531985e-06	53.06173	85.28459	8.372476
303.323	4.0875725e-09	66.16714	85.46659	8.8908615
303.3921	1.1078625e-06	91.27373	85.91656	8.507088
303.25168	2.17363e-05	65.680786	84.79559	8.307774
303.13647	1.3153923e-05	77.85571	86.64875	5.649423
302.77182	9.219854e-06	94.47987	85.12684	3.0866423
303.75266	3.0020352e-05	67.08997	80.85846	3.1374502
305.05157	2.0007996e-05	87.22895	77.84767	7.007698
304.41882	1.8230921e-05	97.46181	83.226364	9.157439
303.55536	1.4097749e-05	90.16495	88.18484	5.9209676
303.01282	0.00015769103	99.95416	89.13706	1.6700772
302.24756	0.00017886893	99.93125	91.335815	1.9941412
302.7665	0.00014430589	99.9	92.245964	4.562777
302.7413	5.539078e-05	99.9375	89.62326	3.750373
302.19333	9.057327e-05	99.972916	91.07089	2.950888
302.02228	0.00017130791	99.90417	90.61525	3.2281244
302.31976	0.0002657089	99.93542	90.65956	5.9800806
303.1838	0.0001227247	82.40414	86.917175	10.021323
303.67242	3.8999617e-05	84.95777	85.46771	7.673906
303.66278	3.7419864e-05	99.9	86.52987	6.114918
303.6198	5.7345987e-05	99.9	87.89439	5.2109156
303.4781	0.00013882692	99.94583	89.49192	4.415203
303.4231	5.468718e-05	99.916664	91.30663	4.5576086
303.69327	2.16414e-05	99.9	89.17735	3.7555642
303.1815	3.7519632e-05	99.93125	88.1483	5.5877967
303.31647	3.0899373e-05	56.049572	83.79912	8.490779
303.26834	1.5089503e-05	56.465984	82.9543	7.809696
303.23346	4.401144e-06	4.1381335	82.93384	5.3053637
303.2184	5.885478e-07	12.957115	81.55688	3.857781
303.95032	2.374705e-10	81.94542	81.123924	4.676728
304.44653	1.108169e-08	51.47117	80.6261	4.878538
304.2787	1.1971505e-06	96.43514	80.29204	4.78793
304.50757	1.4097507e-05	99.9	82.754814	4.2901855
303.46854	9.727971e-05	99.925	91.25196	2.8710265
303.11008	0.000111101515	67.88658	89.04614	1.3730623
303.14462	9.26608e-05	70.34126	85.115906	2.012276
304.1097	6.6951885e-05	53.27854	80.96752	2.6253054
302.8173	0.00024832622	99.92083	89.402695	2.8860695
302.78336	0.0002923549	99.96667	88.33717	7.5510798
303.36615	4.5670437e-05	95.18459	83.615166	7.846737
303.35208	1.02664e-05	17.00603	78.59935	3.5203211
303.49673	2.0147515e-07	6.528599	75.4252	3.6790092
305.0069	3.5198711e-06	4.5222487	78.76853	5.3612185
306.33075	1.12314765e-05	69.85916	73.50673	3.531816
305.89328	1.0742008e-05	46.650375	79.02796	3.4639404
305.71024	1.1217056e-05	94.43317	83.63562	3.4844856
304.3701	0.00011923647	96.55812	89.61015	3.468028
304.1341	0.00017910053	99.9	91.66003	2.6524954
303.91888	6.786409e-05	99.916664	86.14346	2.304358
303.44565	0.00012646388	99.9125	80.99735	5.271262
303.48288	4.2617197e-05	92.82389	73.8256	6.5717926
303.64938	4.841542e-06	89.7341	65.158875	5.827583
303.98776	3.186668e-06	73.06674	64.48379	3.3139615
303.93652	2.5509937e-05	43.881664	66.93257	2.3149533
302.26547	3.158189e-05	100.0	77.88005	3.0212734
302.48282	3.13e-05	29.276005	76.42359	2.9788704
302.33716	4.2508156e-05	59.44427	79.2674	2.6125326
302.12427	1.9912984e-05	45.860016	80.56023	3.1509073
302.34885	7.638914e-06	86.992	78.53514	3.187005
302.66055	4.743232e-06	9.103584	76.44641	3.186604
302.72348	5.678689e-06	9.715603	75.70899	2.601427
302.86023	7.782898e-07	4.883011	72.86409	2.1740313
303.0844	4.1631033e-06	11.857458	74.985435	2.273969
303.01297	7.196554e-05	60.949753	85.21274	2.7221658
303.72452	2.9498342e-05	40.65434	80.218445	2.9252827
304.5355	4.214026e-05	68.681335	79.43298	2.9446526
304.68268	2.6697939e-05	97.920456	74.51319	2.3619149
304.7722	3.1148622e-05	44.96312	72.36965	2.133992
303.70477	5.7850666e-05	29.85942	77.81881	2.1665876
303.00058	5.112587e-05	38.817772	78.337326	3.6417735
302.88647	1.7358427e-05	99.9	73.03958	4.5019236
302.70453	5.8607304e-05	99.9	75.48799	5.31565
303.03314	1.3618694e-05	84.88223	69.081795	7.925458
303.47235	6.458185e-06	92.79037	68.247025	9.925945
302.27237	0.0005206799	99.9875	86.02718	10.5943775
302.29678	0.00048072718	99.975	89.728294	9.580191
301.66785	0.00044722273	99.975845	82.71401	8.784143
301.58463	8.154221e-06	99.90833	66.98211	6.884371
302.07187	4.7368168e-08	75.38434	62.432552	5.22034
302.5852	7.84414e-13	17.558708	64.16221	2.6090622
303.02087	3.7296867e-12	17.757845	59.60251	2.450672
302.478	1.1838062e-05	85.03955	67.62585	4.3813844
301.7894	6.4133646e-06	80.976364	67.128944	7.20335
301.29755	3.3688943e-07	69.76589	66.87418	6.5818334
301.85193	2.740669e-07	12.489919	69.210335	6.1958528
302.06158	4.2102434e-07	4.826072	71.80192	5.3683987
303.11642	6.041751e-07	57.892002	69.46075	4.34526
301.49063	2.4733672e-16	54.622	66.82234	7.9117837
300.53442	8.38618e-11	99.9	66.24996	10.557582
301.25983	2.630692e-06	99.9	66.7231	13.318765
299.5489	1.6843995e-05	99.99167	75.93917	11.118236
298.12277	0.00013837758	98.451355	86.51181	9.430566
298.9639	8.206562e-05	99.9051	83.65301	10.848452
300.33154	6.6239727e-07	69.63069	72.92894	9.130536
300.15002	1.9982673e-09	3.636013	64.69436	8.061538
300.447	2.463905e-15	34.768364	60.193718	6.465898
299.64014	3.5950857e-15	99.9	55.166508	7.8364873
299.12433	0.0	45.756622	50.40127	7.996615
298.60956	1.5626677e-16	4.0404177	52.770195	6.6295404
298.79156	7.210781e-10	0.008744647	53.213383	5.799333
298.46878	8.5935525e-09	5.3109	64.16823	6.558208
298.81732	6.8269213e-07	3.8173552	68.5735	5.720185
299.00684	1.6779608e-06	1.6489502	72.45621	5.0784173
299.64847	4.1962103e-06	25.61771	76.10265	5.03559
299.97867	7.991252e-06	45.439182	84.4373	5.6960964
300.25418	6.546297e-06	12.471152	83.53391	4.5532904
300.59613	1.5072531e-10	0.5684143	72.42679	5.971322
300.02594	1.4623933e-05	32.98313	79.39972	6.9875097
299.9283	6.668897e-06	21.345013	80.05209	6.699005
300.1307	1.6159176e-05	54.711414	83.58633	5.2190747
300.29556	1.1494262e-05	10.464361	83.173904	5.099242
300.50922	1.37018e-06	6.9911175	77.593315	5.085055
300.13876	1.5167798e-05	15.99189	80.254456	6.8802977
299.78552	6.569012e-07	28.092962	70.27267	6.720747
299.11646	2.1836308e-07	0.66121596	69.58866	6.440693
298.63495	1.1435533e-15	0.0	68.92452	6.149861
298.5494	9.633791e-07	0.98300827	73.76028	4.753741
298.95758	1.8097221e-06	7.2663107	74.51398	4.4097
298.519	3.2564793e-07	1.978005	69.59552	4.425559
298.37888	8.8850004e-07	1.4744563	71.98881	3.5073783
298.68414	3.8317168e-07	6.4629498	70.77651	3.1401246
299.47055	1.9886234e-06	3.6486135	68.55445	3.9524755
299.0891	1.4154282e-05	18.104836	74.95733	6.656064
298.5807	3.7858144e-06	6.1425333	72.41587	7.5667696
298.42294	1.8363547e-06	32.051144	65.2902	7.036886
298.22067	7.8448534e-07	38.266037	63.51656	7.1047783
297.94998	2.7511526e-06	79.3173	71.25042	7.5035806
298.505	3.0718727e-06	97.92709	73.00418	7.094069
298.78995	3.8088072e-10	29.166676	69.39691	6.4926405
298.44073	3.7322297e-06	49.197987	71.907166	7.572071
297.51694	1.6248066e-05	71.27485	79.72015	8.087229
298.44772	2.3091368e-06	53.656048	71.501854	8.601186
297.5996	7.0070485e-07	11.975467	79.559265	6.9411325
298.67435	1.1442808e-06	23.992767	80.2777	6.2149224
298.69366	7.870238e-07	4.9023895	78.27279	6.8109717
298.30972	6.063845e-08	5.1277323	73.233345	7.315776
297.46027	1.3113184e-09	33.83261	64.55525	8.341904
294.1585	2.1818255e-12	99.9	71.91709	10.798315
293.15726	2.5925434e-11	94.67004	75.762344	12.676269
291.4726	4.8484937e-05	54.212685	78.64977	13.526878
289.54663	4.9841083e-06	99.06402	75.79257	11.686868
287.63455	1.4256545e-08	98.23553	79.315094	12.035107
288.41666	9.7274105e-06	67.11263	78.409615	10.217194
291.88495	1.4087161e-06	53.771233	82.219666	7.3413258
294.37286	2.2248947e-10	20.692339	78.32955	6.6236033
295.21848	4.1961894e-06	54.115498	75.08368	6.554802
295.8136	8.633245e-06	85.258934	81.60434	7.177515
297.0664	7.49835e-05	99.594185	87.454704	7.6710052
297.45377	8.868961e-05	80.23004	93.61249	4.7396593
297.3471	7.548455e-05	86.244354	94.39192	3.4040718
297.2997	2.2499902e-05	15.588949	89.110054	3.8361604
296.9859	2.0919004e-05	29.664722	90.6696	3.4629958
292.5554	4.065434e-06	79.97092	86.10723	6.639415
288.4976	1.0012374e-06	43.498917	79.23759	10.4518385
289.28165	1.1555835e-09	90.71033	68.60245	8.98712
288.86945	9.085174e-07	99.92532	59.49037	11.1128645
285.34836	2.0387573e-05	94.94608	71.1198	12.551755
285.27863	4.598724e-05	99.98958	90.94088	11.535399
286.7341	7.138935e-06	100.0	95.620316	8.883097
286.8796	7.537993e-05	100.0	93.70066	9.607586
285.55182	1.4835156e-05	99.93382	91.12047	11.586199
286.76367	5.3311553e-08	95.618805	89.931816	8.681442
291.7191	1.3738254e-10	0.00046477118	82.92877	6.405249
292.68985	3.22067e-10	0.0019352223	74.98334	6.3983784
292.0033	4.206812e-09	2.1224043	73.57827	7.0619416
290.23544	1.0506281e-09	87.177734	76.430664	7.6280046
291.24863	3.0479844e-11	95.420876	69.57063	5.8856077
292.75296	1.2072702e-08	99.92292	73.04453	4.527881
293.5483	9.681584e-07	99.97083	86.00518	4.71386
293.7732	1.1253082e-05	99.658714	82.080315	6.4223638
292.61255	5.998219e-06	99.922386	72.47594	8.239493
292.2255	3.736768e-05	99.83549	87.87302	6.749798
294.85788	6.591579e-05	70.691605	94.389084	3.8954456
295.01993	8.0166765e-06	96.81207	94.03426	1.6799695
294.83307	1.5086628e-07	83.86759	87.57961	2.921039
295.24878	2.1686932e-05	91.28702	92.574005	3.6701508
295.89117	1.5224598e-05	34.88012	92.819305	3.6700995
295.86407	2.5564827e-06	71.504875	90.532	2.1233265
291.38776	1.4531216e-05	99.95342	87.9896	7.1557684
286.22412	1.3392386e-05	99.97658	87.51028	9.709167
286.38373	5.303331e-07	85.96092	86.86449	7.9923067
287.6849	4.9467244e-06	99.06159	87.821465	6.344743
290.277	4.8026654e-06	99.97186	85.78498	4.9797616
289.63852	1.672323e-05	99.98445	94.495316	5.2782793
285.5896	2.6463285e-06	58.114643	89.1906	8.970255
287.92004	5.8907623e-10	24.006601	73.96241	7.803238
289.70804	2.3134074e-10	18.903347	69.698135	6.908192
290.29218	3.3473554e-15	0.0001432636	66.098755	5.8094645
291.49966	4.9463705e-07	45.687225	68.546196	5.9870763
290.80228	6.793681e-10	18.75	57.046593	7.5969234
290.95248	2.9010364e-19	2.2019424e-13	45.964836	4.5181465
291.84146	1.09034396e-07	10.880384	62.210938	4.3912745
292.54877	6.258334e-05	99.58759	89.065094	4.9861736
291.6659	0.00010686855	99.9729	94.51307	6.264835
285.81155	2.5263296e-06	99.9916	78.56912	10.7329445
286.568	9.303644e-06	99.90061	75.67571	9.3629055
288.42447	9.928439e-06	99.05014	86.90231	8.356741
292.16766	4.083872e-06	97.25553	89.26666	5.9499564
287.6862	1.9591354e-05	99.91179	84.88789	9.774469
286.224	2.1596509e-06	99.82797	79.11901	9.20198
288.02188	1.4287054e-06	99.99167	68.39862	9.051724
288.4421	2.3283567e-07	100.0	57.520786	9.176959
290.02658	1.3048829e-07	90.4154	56.59669	7.880359
290.92972	3.23739e-05	99.949936	78.292656	8.662107
290.63367	4.806304e-05	98.58994	87.57468	9.032073
291.3789	8.568924e-06	98.90126	88.137634	7.011775
292.4389	1.1726434e-05	98.97739	94.470726	4.6494646
293.72287	7.2661173e-06	9.025906	96.21861	0.81244785
293.79944	5.561497e-07	28.804165	94.436615	1.1965654
294.2438	4.502477e-05	49.332832	94.46277	1.1365376
292.54718	2.4784698e-05	91.64101	92.75916	3.7739599
290.5869	4.190348e-05	100.0	84.010216	6.403864
291.02014	2.8446009e-06	87.76433	80.20617	5.330866
293.72833	2.8933737e-05	99.88942	93.388	1.9711628
290.67087	1.1258278e-05	74.96942	71.83053	7.917865
289.46698	7.7593175e-11	8.499348	50.38562	8.696127
289.22888	3.6116477e-12	71.65854	50.867836	7.802382
291.8491	7.566155e-07	96.65613	76.97222	7.5239115
294.67255	4.3054075e-07	96.92341	82.43244	6.7573576
294.30624	2.6294933e-06	52.86931	93.53721	1.5486683
292.5926	3.0302226e-06	99.09506	87.98106	5.2431407
287.4395	1.4632585e-05	99.99522	84.90152	10.571655
289.2219	3.022477e-06	99.33557	83.179306	9.223886
289.05222	2.371401e-06	100.0	89.40446	8.489384
292.81076	1.6116128e-07	96.42884	87.04566	6.1255856
293.995	7.271053e-08	73.15828	90.16397	4.987449
294.133	3.291447e-06	62.992584	94.588394	1.3312438
294.25513	8.4689034e-11	30.802303	92.46987	1.0270646
294.4461	3.1147945e-10	41.410507	88.77488	2.6922593
294.24805	2.3756003e-07	83.69816	90.71814	1.8672189
294.3666	1.312332e-08	9.642378	89.444756	1.7915248
295.44568	1.1663616e-15	0.20685308	86.05479	1.215995
294.80035	8.099997e-10	28.366777	77.81457	5.027896
295.05832	7.258931e-10	18.413864	76.419136	3.984069
295.18668	2.9776429e-10	0.066609874	75.91227	3.1092956
295.46765	3.7014944e-09	4.983684	75.86345	3.8280652
295.46097	1.512085e-07	1.8018376	81.84072	2.75366
294.14987	6.0933274e-07	65.54801	78.24603	5.7959766
289.9927	4.204019e-08	100.0	83.540085	7.8231645
292.97058	6.205047e-05	94.46802	84.95247	7.0376077
295.55334	4.3240423e-05	90.32691	92.13487	4.5988426
296.01505	1.0728721e-05	59.93648	93.74724	2.819239
296.2456	2.40255e-06	44.009556	90.50212	3.9851422
296.6433	2.2748093e-08	87.23037	87.38662	4.31619
295.98236	2.6608243e-06	94.97499	92.962875	2.0957654
295.41858	1.14198876e-07	49.03674	82.929054	2.9975345
296.10284	1.2139056e-06	40.08148	87.44099	2.7171144
296.4833	8.391541e-06	99.918755	91.937904	2.5513768
296.2207	7.328867e-06	98.455025	90.04042	2.5940752
291.24213	8.2221794e-07	97.45227	83.43807	7.2785554
292.94452	1.4745686e-06	78.725395	77.73024	5.5206885
294.93796	7.5746193e-06	93.38346	85.29058	5.084775
295.7339	1.7622764e-05	30.401493	91.13211	4.1069837
296.32996	1.517781e-06	6.1520066	86.52254	4.2888527
296.6228	1.0285065e-06	11.053126	88.49822	3.8964176
296.80655	1.0434701e-06	7.805158	89.201416	3.014983
296.75278	1.591857e-06	24.162971	88.58288	2.4436607
296.88217	6.4881497e-06	57.54203	87.43078	3.4918253
297.91022	9.49126e-09	3.4061317	76.47421	2.9147594
296.58374	3.1927694e-08	34.649113	73.43217	4.438057
296.76257	6.8100373e-15	65.492386	70.915665	2.7276392
297.0379	1.9512302e-07	79.16171	74.34604	4.4508905
297.63904	2.4923677e-06	99.9	82.00449	6.3746343
298.31287	1.1467983e-05	99.95209	87.95095	7.3570232
298.5263	6.0435127e-06	99.95625	92.12781	5.3310614
298.54184	2.5887907e-06	93.59647	90.53066	5.474014
298.21158	1.7959768e-06	19.375341	88.64716	5.0036116
298.2762	4.3863643e-08	3.5772324	91.58959	3.7216856
298.5501	3.839801e-09	72.016174	90.094444	4.2650957
298.35538	1.5954647e-06	71.81284	84.73502	4.9725156
298.25076	2.6462883e-06	88.23565	86.027596	4.1309514
298.28595	2.9107434e-06	89.644554	86.45751	4.2145844
298.48425	2.886845e-06	99.9	85.922935	5.100185
298.69324	3.7879179e-06	99.9	87.31417	4.8436694
298.6171	2.9855564e-06	41.872284	85.83441	3.8671548
298.6613	6.1815257e-07	17.62501	82.79656	3.9363956
298.97034	3.2058873e-07	27.782074	84.22089	3.5658834
299.00833	1.6004109e-06	5.906408	82.93314	4.868364
299.25375	2.4143717e-06	2.9047303	81.65004	6.218518
299.584	1.6140165e-06	32.729755	79.92946	5.8906293
299.13962	2.738904e-06	4.0594354	81.28681	4.861135
299.51492	1.0933369e-06	23.776905	79.444214	4.9599185
299.71356	1.8338383e-06	30.106655	81.434845	5.954923
299.61462	2.2894171e-06	25.73007	83.27255	6.3025084
299.662	1.3424123e-05	77.99426	86.601654	6.8756413
300.14236	1.1847408e-05	50.161755	91.65853	2.9958405
300.3787	1.0839439e-09	53.57805	90.743675	4.308437
300.53384	3.0997367e-06	18.004747	90.25401	7.0247374
300.5298	3.2102805e-09	77.666824	90.08001	7.3391075
300.11694	9.774672e-08	94.165565	84.32285	1.7835362
300.1143	6.6105514e-08	81.60813	87.01346	4.1698213
300.12354	1.12864935e-08	30.269157	85.611084	6.336487
299.93707	1.4625228e-07	54.65696	82.82932	7.7876606
299.8991	8.603988e-09	64.03027	82.103455	8.166534
300.2997	2.4294364e-09	82.08549	88.76153	8.90319
300.62173	5.487886e-09	52.42069	90.69466	8.954234
300.7272	3.34388e-09	45.916794	87.72417	9.620531
300.43304	1.3064579e-08	79.24305	83.19365	9.248121
300.0875	1.690576e-06	27.816326	81.72234	8.06555
300.30685	1.1558715e-06	32.907467	80.82601	6.374143
300.28336	2.1416352e-06	99.9	84.47439	4.561966
300.07233	1.8594101e-06	99.9	84.82623	3.606116
299.8863	2.1628493e-06	84.28234	83.03859	3.5842443
299.9554	1.7055777e-06	99.9	81.43338	4.4512534
300.0788	1.8112112e-05	89.12061	82.835106	4.618788
299.86203	0.00013264833	98.540924	89.4919	4.3749557
299.9975	9.74882e-05	90.43481	89.869774	4.482516
300.3258	4.0472965e-05	83.75306	86.619194	5.04327
300.67755	3.5303083e-06	49.565018	83.312256	5.9144344
300.8042	2.8919922e-06	9.302429	83.4744	5.9709563
300.9061	2.946234e-06	2.6243393	83.289024	5.9625654
300.87717	2.4750557e-06	22.152971	82.49816	5.388278
300.8246	2.0452837e-06	12.2315855	81.97984	5.2692904
300.67255	2.241476e-06	46.791412	80.80301	4.9569054
300.70312	2.732773e-06	62.736988	81.4568	4.7590404
300.80307	4.211272e-06	94.597435	82.29055	4.7897344
300.92334	4.359244e-06	63.01243	82.5104	5.2213964
301.19266	5.147428e-06	81.24464	83.21115	6.0038877
301.73505	3.0346926e-06	30.432013	82.785126	7.5394373
302.0665	5.001502e-07	97.78109	85.7708	8.809749
302.06357	1.3917997e-06	97.798386	89.04233	8.50561
301.87094	1.7319935e-05	99.92292	89.152985	4.686103
300.9136	8.310383e-05	99.93542	92.47972	1.6331875
300.86307	0.00021627775	99.9625	92.905205	3.4689007
300.64786	0.00020323912	99.98125	92.78192	4.6653104
301.024	0.00014762674	99.92917	93.583305	4.1634727
301.97247	4.1913805e-05	99.918755	91.07325	5.3566546
302.11078	1.2115812e-05	99.92083	89.81165	6.194489
301.98257	1.1099678e-05	91.654495	86.43738	6.4077044
301.95212	8.885101e-06	36.87114	84.868515	6.203501
301.78513	3.061381e-06	69.44548	82.422905	6.4069433
301.88132	3.320737e-06	76.10962	83.02159	6.486509
302.18903	2.7968165e-06	63.00139	82.5634	6.467235
302.44113	5.333716e-06	33.5776	82.823784	6.23121
302.21976	7.786254e-06	99.92292	84.950714	5.870413
302.25555	4.1525573e-06	95.232376	83.74333	7.422062
302.45053	2.5351594e-06	38.67616	83.27524	7.1805425
302.48856	3.23107e-06	49.25851	83.31133	6.9237194
302.3686	2.638935e-06	10.315079	82.224464	5.965145
302.34738	1.5260716e-06	18.659359	79.66234	5.5660553
302.20474	1.6005073e-06	69.572464	79.53841	5.835089
302.41562	1.8517568e-06	95.96741	81.1869	7.173334
302.88214	1.7253477e-07	99.9	84.10043	9.030201
303.21597	7.112884e-07	99.95209	88.17335	9.535411
303.03845	6.9881944e-06	99.90833	87.17461	9.271982
302.76193	2.570865e-06	99.9	83.77425	8.235308
302.50046	1.1306799e-05	99.9	84.151665	7.470676
302.3456	1.246538e-05	99.9	84.497734	6.5133657
302.37756	0.000102357255	99.90884	86.55283	6.2660794
302.5042	0.00021429095	99.964584	88.537895	6.8745456
302.45206	0.00014932481	99.972916	88.20964	8.3723955
302.02557	0.00016990269	99.96042	91.53838	6.505179
301.9786	0.00025773546	99.93958	91.57778	6.1174803
301.9565	0.0003175975	99.96312	91.00083	6.3942423
301.98413	0.00028511003	99.975	92.35355	6.1884136
302.7105	4.9367914e-05	92.5207	85.2975	8.948164
302.95068	3.385592e-05	84.9098	84.720634	9.453799
302.79834	0.00012625798	99.93542	87.77663	8.646814
302.66373	0.00025359183	99.95625	88.00547	8.8816805
302.11185	0.00047580863	99.98541	91.834335	7.0270333
301.57803	0.0002780043	99.947914	92.30748	5.300925
301.90262	0.00026744913	99.35119	91.62746	6.442571
302.42166	0.00014170531	99.925	88.810005	7.3491006
301.81854	0.00024849825	99.96667	87.56046	7.6305175
302.06732	6.2275925e-05	59.101562	83.01914	8.130381
302.54596	2.9175366e-05	33.22567	82.95291	7.5808463
302.30856	0.00013689973	79.70869	88.67491	8.012471
302.25278	0.00033953862	99.933334	89.61297	7.9279118
302.37753	5.5862332e-05	99.9	86.28671	7.587955
302.56247	2.8863893e-05	97.09648	84.44906	7.6443276
302.56973	2.0687206e-05	37.274788	84.03083	6.763522
302.6092	1.0740204e-05	55.901123	83.27444	5.842276
302.71677	6.0329007e-06	99.9	82.37111	5.997705
302.67215	4.2273673e-06	99.9	82.68235	6.192238
302.70956	1.7282186e-05	92.863174	83.00985	5.724181
302.40823	6.167527e-05	99.91458	88.46004	5.1641645
302.5221	1.9246558e-05	90.667625	84.45029	4.7506804
302.5571	1.0194687e-05	99.669716	83.349815	4.06443
302.60464	1.1602754e-05	43.840305	82.93243	3.9174738
302.64145	1.0056575e-05	7.698095	82.44408	4.132928
302.8074	4.368154e-05	36.801086	83.71925	4.9529905
302.6952	0.0001679614	59.8775	87.32313	6.288656
302.48523	0.00032847555	99.94375	89.2236	6.483975
302.91968	0.00027726925	99.96042	86.38368	9.937165
302.9288	9.65063e-05	99.94375	83.74361	8.172609
302.57626	7.9967e-05	90.66649	86.60992	5.6476717
303.1229	7.990015e-06	75.58151	80.89254	6.1738153
303.22836	4.924765e-06	34.966015	80.333046	7.1800537
303.12167	1.3497494e-05	8.038073	82.37472	5.821663
302.4808	0.00026084227	80.39992	88.42124	3.9344718
302.23962	0.00035897133	99.93125	92.15379	5.647366
302.76547	9.712481e-05	86.17768	87.45351	7.2903166
303.17322	3.981679e-05	19.745264	84.1276	6.741016
302.66006	0.00014173663	90.37344	89.753456	6.519732
302.29288	0.00024820294	58.34108	90.56053	6.113574
302.76907	6.812371e-05	30.841875	84.2823	7.178837
302.8799	3.445163e-05	21.809723	84.620544	6.2059927
302.85257	9.536095e-06	40.65868	82.108955	4.1976233
302.65186	7.1431043e-07	79.37765	79.160866	3.2284453
302.5666	2.5039842e-10	39.331326	80.816124	3.1190968
304.39032	0.0016280193	99.75504	81.046036	6.27677
303.52634	0.00010193482	38.813805	87.387474	8.376325
303.68753	2.7151158e-05	18.396677	81.27102	9.624837
303.22528	0.00014302596	50.07705	86.05401	10.268784
302.82297	0.00015446331	87.19413	88.71267	9.366199
302.89386	0.00023865707	99.9875	89.685074	9.689383
302.646	0.0001469114	99.96667	90.47837	6.633029
302.27426	0.00012416027	100.0	92.41001	4.5618944
302.4009	9.169701e-05	73.87061	89.45969	5.2200594
302.86258	5.064229e-05	65.10199	83.72752	6.8270316
303.0816	6.4848387e-06	55.78468	81.88105	5.680337
303.18417	3.7302636e-06	99.9	80.79412	5.5703316
303.56622	1.2520837e-06	99.9	80.23643	6.9504666
303.7748	2.4838332e-06	99.9	80.82919	7.1035886
303.0723	1.5166236e-05	99.9	83.58489	7.170749
302.742	1.2889919e-05	99.9	83.61109	6.2858586
302.62604	2.016149e-05	99.9	83.37703	4.782692
302.8123	2.63433e-06	99.9	79.53158	3.7205899
302.9902	1.4862235e-06	67.11195	77.29613	3.2968771
302.94162	3.9806455e-06	6.030705	79.64499	3.0511007
302.91324	1.2119988e-06	75.99413	78.68769	2.550823
303.00504	2.0263174e-06	28.444984	77.81808	2.4260852
302.90985	2.3577826e-05	13.411978	81.71016	3.5719082
303.3482	5.0949316e-06	4.6403575	81.29378	3.7542117
303.79324	3.0796693e-06	3.1898613	79.91723	4.653819
303.94614	1.1126779e-05	14.09644	81.76266	5.7378163
303.77545	2.8601462e-05	44.02269	82.59329	7.4367027
303.386	0.00034517772	74.46503	84.37597	10.350092
302.6648	0.0008161086	99.927086	90.52398	8.19909
303.1359	4.377101e-05	99.9	87.1558	4.5096364
303.59735	4.5894863e-05	99.90625	86.9998	7.2782393
302.81012	0.00030613216	99.9875	91.756134	6.088841
302.58542	0.00023906528	99.9375	92.81734	3.9951053
302.55206	0.0006154554	99.93542	93.27899	5.0295224
302.38818	0.00043487898	99.95416	92.01119	7.6162825
302.7849	0.00017315318	99.93542	87.3815	8.680563
303.0656	5.93162e-05	91.32284	84.7214	7.9057713
303.11652	3.8612132e-05	47.82026	84.760155	5.362087
303.37396	8.093707e-06	12.522127	80.11408	3.8953056
303.42007	4.9055907e-05	40.950676	83.28163	4.5489535
303.56308	0.00027150684	99.964584	78.634674	13.666485
302.98468	0.00045275167	99.92292	85.686676	13.200799
302.39502	0.00012971123	89.33746	81.97035	11.789167
299.72467	3.2022244e-06	99.93125	83.67528	4.5965843
299.50925	1.5105718e-07	58.618034	83.64462	3.0348961
301.65265	2.0914625e-07	71.381966	76.04941	2.0288675
302.88052	4.5285697e-06	50.834393	74.97307	2.7720475
302.95642	1.8899345e-05	25.953302	79.20657	4.696074
302.92212	5.8347062e-08	1.6058028	70.345535	5.13317
303.0811	1.8565162e-10	0.0033503838	70.53508	4.376828
302.91605	4.7368158e-05	35.909218	76.76447	6.871209
302.09015	0.00011396127	92.98219	86.682556	7.651988
302.3979	0.00010565543	87.47336	89.800705	6.7278976
302.63043	0.000100003235	99.918755	86.11477	5.2208257
302.03024	0.00012568456	84.990685	87.12219	4.799348
302.19174	6.6086475e-05	18.241705	78.995224	4.61959
302.8556	2.935096e-06	11.143146	70.99117	4.610352
301.39954	1.5902171e-18	23.000689	59.20014	7.4921317
300.23962	0.0	85.62496	51.1725	7.677152
300.1879	1.2724135e-15	96.81915	55.644672	7.2730393
300.44476	4.4068603e-11	98.856804	57.5037	7.0358086
300.98395	2.7219844e-09	32.32466	58.00833	5.8795075
300.9299	6.4429098e-09	22.954039	69.02754	6.527259
300.95786	7.4591605e-10	14.584788	64.40111	5.839363
301.8114	6.611705e-07	43.964935	71.103165	5.5473475
301.47867	8.1525075e-05	29.766119	84.837326	6.1481223
301.02182	5.369385e-05	98.33753	85.62775	6.816866
299.01703	6.304707e-08	99.9625	78.7652	9.364931
299.94418	1.6949069e-07	80.92659	76.54042	9.126817
301.09683	2.9102014e-07	68.47236	71.14954	8.893932
301.40958	3.5769276e-08	72.195885	68.43821	8.949144
300.12494	3.4405587e-15	72.04867	66.06145	9.509297
298.64886	5.066477e-10	32.83229	63.280903	8.978468
297.47736	1.0734687e-14	0.0001817505	55.334595	8.43722
297.37915	1.3491383e-10	40.940777	59.134277	9.159212
297.05505	4.668044e-10	73.56956	59.89659	9.124673
296.9198	1.4020903e-14	98.01111	59.491405	8.488138
297.18222	6.947423e-15	20.921457	56.149593	7.5669184
297.1039	4.072919e-15	0.0011691086	50.573467	7.045938
297.07904	2.3735799e-15	71.89871	53.338203	7.2193637
297.07755	2.1655545e-17	0.0038315793	53.192345	6.0005236
297.47342	9.507398e-16	1.2220289e-05	53.091133	5.652156
